state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
WY,-78,area_code_408,no,no,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,no
AZ,102,area_code_408,no,no,-1,158,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,no
CA,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,no
CT,NA,area_code_510,yes,no,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5,10,1.35,2,no
KS,166,area_code_415,yes,yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,no
UT,89,area_code_415,no,no,-6,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,no
ID,31,area_code_415,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,no
WY,109,area_code_415,no,no,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,no
LA,98,area_code_408,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,no
MS,59,area_code_408,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,NA,2.46,0,no
CT,30,area_code_408,no,no,0,137.6,108,23.39,162,80,13.77,187.7,126,8.45,5.8,10,1.57,3,no
ND,48,area_code_415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,no
MT,80,area_code_510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,no
NE,93,area_code_408,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,no
AL,144,area_code_415,no,no,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,no
OR,117,area_code_415,no,yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,no
FL,130,area_code_415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,NA,3.35,1,no
NM,NA,area_code_408,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2,no
ID,122,area_code_510,no,yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,no
SD,128,area_code_408,no,yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,no
NE,86,area_code_510,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,no
WV,93,area_code_415,no,no,0,1951.6,95,24.09,1153,100,18.79,227.1,71,10.22,10.2,3,2.75,0,no
OH,98,area_code_510,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,no
CO,88,area_code_510,no,no,0,2047.8,78,10.52,1194.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,no
NJ,100,area_code_415,no,no,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,no
PA,-128,area_code_408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,no
KS,94,area_code_408,no,no,-6,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,yes
MI,147,area_code_415,no,no,0,2040.8,83,22.2,1140.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,no
AZ,113,area_code_415,no,yes,32,180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1,no
IN,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,no
NV,143,area_code_415,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,0,no
NM,87,area_code_415,no,no,0,1961.8,92,28.59,1156.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,no
CT,50,area_code_408,no,no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,no
CO,86,area_code_415,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,no
MN,122,area_code_415,no,no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,no
AK,127,area_code_510,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,no
KS,NA,area_code_510,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,no
MO,147,area_code_415,yes,no,0,157,79,26.69,103.1,94,8.76,211.8,96,9.53,7.1,6,1.92,0,no
MA,NA,area_code_510,no,yes,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,no
OR,149,area_code_415,yes,no,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,no
MI,83,area_code_510,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,no
NJ,149,area_code_408,no,no,0,140.4,94,23.87,271.8,92,23.1,188.3,108,8.47,11.1,9,3,1,no
OR,98,area_code_415,yes,no,0,2018.2,67,2.13,1188.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,no
WV,67,area_code_510,no,no,-5,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,no
WV,112,area_code_415,yes,no,0,161.9,138,27.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,1,no
NM,122,area_code_408,no,yes,33,2067.5,103,29.73,1180.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,yes
NY,NA,area_code_408,no,no,0,61.6,117,10.47,77.1,85,6.55,173,99,7.79,8.2,7,2.21,4,yes
IN,NA,area_code_408,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,no
MO,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,no
MS,136,area_code_415,no,yes,-5,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,no
KY,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,no
DC,180,area_code_415,no,yes,-1,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,no
MI,53,area_code_415,no,no,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,no
CO,77,area_code_408,no,no,0,2024.2,89,10.61,1101.9,121,14.44,209.6,64,9.43,5.7,6,1.54,5,yes
VT,46,area_code_408,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,no
MS,123,area_code_415,yes,no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,yes
UT,91,area_code_415,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,no
MN,115,area_code_415,no,no,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,no
IA,123,area_code_415,no,no,0,204.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,0,no
WY,90,area_code_408,no,yes,-9,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,no
KY,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,no
OK,125,area_code_408,no,no,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12,NA,3.24,1,no
DC,102,area_code_415,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,no
WA,78,area_code_408,no,no,0,2052.5,77,23.92,1127.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,no
OR,113,area_code_415,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,no
MI,61,area_code_415,no,yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,no
IN,189,area_code_510,no,no,0,2078.9,80,37.38,1075.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,no
UT,96,area_code_415,no,no,-8,160.2,117,27.23,267.5,67,22.74,228.5,68,10.28,9.3,5,2.51,2,no
ME,140,area_code_415,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,no
TN,148,area_code_415,no,yes,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,no
AK,132,area_code_415,no,yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,no
AZ,NA,area_code_415,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,no
VT,68,area_code_415,no,no,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,no
NE,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,no
MI,63,area_code_510,no,no,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,no
KS,101,area_code_415,no,no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,no
AL,87,area_code_408,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,1,no
HI,101,area_code_415,no,no,0,1932.4,89,43.04,1169.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,no
FL,147,area_code_415,no,no,-3,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0,no
HI,NA,area_code_510,no,no,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3,1,no
NE,91,area_code_510,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,no
KS,186,area_code_510,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,no
OH,-164,area_code_510,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,no
WA,171,area_code_408,no,no,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,yes
MN,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,no
WI,93,area_code_415,no,no,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12,7,3.24,1,no
KY,125,area_code_408,no,no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,no
IL,NA,area_code_415,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,no
MO,61,area_code_408,no,no,0,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,no
AL,134,area_code_415,no,no,0,178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,no
MI,122,area_code_510,no,no,0,2064.3,87,24.51,1144.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,no
NV,161,area_code_415,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,no
IA,118,area_code_415,no,no,-6,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,no
OK,NA,area_code_510,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,yes
VA,107,area_code_510,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,no
AZ,NA,area_code_408,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,no
OR,142,area_code_510,no,yes,-8,224.4,114,38.15,146,106,12.41,241.4,98,10.86,8.8,2,2.38,1,no
ID,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,no
WI,133,area_code_510,no,no,0,2075.1,65,31.79,1073.4,128,12.02,238.2,108,10.72,10,8,2.7,2,no
NY,112,area_code_415,no,no,0,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9,6,2.43,4,yes
VT,99,area_code_415,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,yes
IA,130,area_code_510,no,no,0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,no
DE,113,area_code_415,no,no,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,yes
AK,59,area_code_408,no,no,0,1979.5,96,27.12,1099.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,no
NH,NA,area_code_415,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,yes
WV,52,area_code_510,no,yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,no
PA,142,area_code_510,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,no
IL,116,area_code_510,no,no,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,no
IA,45,area_code_415,no,no,0,2018.6,87,35.92,1097.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,no
MI,91,area_code_408,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,no
NM,68,area_code_408,no,no,0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,no
OR,33,area_code_415,yes,no,0,2152.8,100,32.4,1093.7,104,13.74,189.9,136,8.55,13,6,3.51,1,no
MI,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,no
ME,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,yes
NY,NA,area_code_415,no,no,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,yes
AZ,66,area_code_510,no,no,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,yes
MS,17,area_code_408,no,yes,35,198.5,123,33.75,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1,no
VA,NA,area_code_415,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,no
SD,98,area_code_415,no,no,0,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,yes
NY,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,no
KS,70,area_code_415,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1,no
MA,57,area_code_510,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,NA,2.73,1,no
WA,109,area_code_415,no,no,0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97,0,no
AK,78,area_code_408,no,no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,no
SD,75,area_code_408,no,no,0,147.5,110,25.08,191.7,97,16.29,135,68,6.08,16.4,3,4.43,2,no
MO,95,area_code_415,yes,no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,yes
ND,147,area_code_408,no,no,0,2025.5,95,34.9,1098.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,no
NM,178,area_code_415,no,yes,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,no
MN,162,area_code_510,no,yes,46,224.9,97,38.23,188.2,84,16,254.6,61,11.46,12.1,2,3.27,0,no
IN,101,area_code_415,no,yes,33,1995.6,137,37.35,1118.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,no
LA,9,area_code_415,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,no
NJ,96,area_code_510,no,no,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,no
OH,65,area_code_510,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,no
MS,130,area_code_510,no,yes,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,no
NY,106,area_code_408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,no
IA,45,area_code_510,no,no,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2,no
NE,123,area_code_510,no,no,0,1999.7,118,32.98,1174,114,20.57,146.3,108,6.58,12.1,4,3.27,1,no
PA,82,area_code_415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,no
AR,99,area_code_510,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,yes
GA,NA,area_code_408,no,no,0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,no
OR,48,area_code_415,no,no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2,no
AK,127,area_code_408,no,no,0,182.3,124,30.99,169.9,110,14.44,184,116,8.28,9.3,3,2.51,1,no
NV,77,area_code_415,no,no,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,no
AL,83,area_code_408,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,no
PA,87,area_code_408,no,yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,no
AZ,158,area_code_510,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,no
KS,NA,area_code_415,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,no
AL,NA,area_code_408,no,no,0,161,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,no
DE,99,area_code_415,no,no,-3,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,no
DC,NA,area_code_510,no,yes,29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,no
MT,94,area_code_415,no,no,0,137.5,118,23.38,203.2,88,17.27,150,131,6.75,13.4,2,3.62,0,no
IA,88,area_code_415,no,no,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,no
NY,59,area_code_408,no,no,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,no
VA,NA,area_code_415,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,no
MT,NA,area_code_510,no,yes,23,160,104,27.2,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,no
CT,137,area_code_415,no,no,0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,no
RI,73,area_code_415,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,no
NJ,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,no
VA,NA,area_code_415,no,no,0,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,no
KY,NA,area_code_415,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,no
IN,69,area_code_510,no,no,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,no
KS,91,area_code_408,yes,no,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,yes
NH,97,area_code_408,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,no
MS,NA,area_code_415,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,no
OH,147,area_code_415,yes,yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,no
SD,27,area_code_408,no,no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,no
KY,172,area_code_415,no,no,0,2044.1,85,29.33,1185.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,no
ME,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,no
MA,56,area_code_510,no,no,0,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,no
CT,NA,area_code_415,no,yes,29,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,no
OR,138,area_code_415,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,yes
WA,-111,area_code_510,no,no,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,no
NC,122,area_code_510,no,yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,no
WY,177,area_code_415,no,no,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,no
NJ,87,area_code_510,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,no
DE,NA,area_code_510,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,no
UT,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,no
MO,86,area_code_415,no,no,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,no
UT,100,area_code_408,no,no,-10,185,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,no
MT,102,area_code_408,no,no,-9,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,yes
MD,85,area_code_510,yes,no,0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97,2,no
CT,144,area_code_510,yes,yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,NA,3.46,0,no
NJ,57,area_code_510,yes,no,-7,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0,yes
OR,49,area_code_510,no,no,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,no
NY,108,area_code_415,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,yes
GA,76,area_code_415,no,no,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,yes
VA,129,area_code_408,no,no,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,no
DE,51,area_code_415,yes,no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,yes
AK,36,area_code_408,no,yes,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,no
PA,61,area_code_408,no,yes,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,yes
OR,165,area_code_415,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,no
VA,121,area_code_510,no,yes,28,110,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,no
WY,57,area_code_408,no,yes,39,213,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,no
PA,140,area_code_408,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,no
TN,78,area_code_415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,no
MT,138,area_code_415,no,no,0,133.9,87,22.76,NA,110,14.14,193.5,139,8.71,15.4,3,4.16,1,no
DE,122,area_code_510,no,no,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,yes
MD,83,area_code_510,no,no,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,no
AR,153,area_code_408,no,no,0,154.6,56,26.28,263,84,22.36,367.7,89,16.55,15.5,2,4.19,1,no
WV,67,area_code_408,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,no
MS,78,area_code_408,no,no,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,yes
MO,112,area_code_415,no,no,0,335.5,77,57.04,NA,109,18.06,265,132,11.93,12.7,8,3.43,2,yes
CT,48,area_code_415,no,no,0,171.9,98,29.22,159,127,13.52,139.5,101,6.28,7.6,3,2.05,2,no
TX,87,area_code_415,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,no
ND,166,area_code_510,no,no,-10,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,no
SC,NA,area_code_510,no,yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,yes
DC,NA,area_code_510,yes,no,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,no
WA,143,area_code_510,no,no,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,NA,1.86,3,no
MN,132,area_code_510,no,no,0,121.5,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,no
DC,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,no
SD,65,area_code_408,no,yes,31,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,no
MN,116,area_code_510,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,NA,4.46,0,no
NV,76,area_code_510,yes,no,0,1922.4,120,40.97,1163.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,yes
NY,61,area_code_415,no,no,0,2136.1,118,33.61,1084.2,96,12.94,221,93,9.95,7,3,1.89,2,no
OR,132,area_code_510,no,no,0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1,no
NH,83,area_code_415,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,no
KS,79,area_code_415,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,no
KY,122,area_code_408,no,yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,no
RI,NA,area_code_415,no,yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,no
FL,185,area_code_408,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5,12.1,NA,3.27,2,no
AL,100,area_code_408,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,no
GA,109,area_code_510,no,yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,no
RI,39,area_code_408,no,no,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,no
IN,60,area_code_408,no,no,0,220.6,57,37.5,211.1,115,17.94,249,129,11.21,6.8,3,1.84,1,no
SD,87,area_code_415,no,yes,33,125,99,21.25,235.3,81,20,215.3,95,9.69,10.2,7,2.75,2,no
AZ,100,area_code_415,no,no,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,no
DE,NA,area_code_415,no,no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,no
